"V1","V2","V3","V4","V5","V6","V7"
0.140499727334827,0.308676455868408,-1,0.295674303313717,0.992370531894267,0.295674303313717,0.992370531894267
0.721752982353792,0.671574048930779,1,0.284007739508525,0.956097806571051,0.284007739508525,0.956097806571051
0.167498617665842,0.482693927595392,-1,0.479718088172376,0.250599637394771,0.479718088172376,0.250599637394771
0.85774889960885,0.84138799784705,1,0.42778705758974,0.942907422082499,0.42778705758974,0.942907422082499
0.102671134984121,0.937208893243223,-1,0.617880323668942,0.937227299669757,0.617880323668942,0.937227299669757
0.0773066626861691,0.995845274766907,-1,0.185983194736764,0.681395823601633,0.185983194736764,0.681395823601633
0.658703342778608,0.991413994692266,1,0.584291326347739,0.209634996484965,0.584291326347739,0.209634996484965
0.646299807820469,0.990722342394292,1,0.165375424316153,0.04093784163706,0.165375424316153,0.04093784163706
0.11172259808518,0.292021980276331,-1,0.144584825262427,0.445856060599908,0.144584825262427,0.445856060599908
0.8787214406766,0.0592378014698625,1,0.858669094042853,0.155976134818047,0.858669094042853,0.155976134818047
0.951360643608496,0.488500944338739,1,0.182716553565115,0.396158966934308,0.182716553565115,0.396158966934308
0.336165263084695,0.769308169838041,-1,0.641193864168599,0.653916414827108,0.641193864168599,0.653916414827108
0.102444272954017,0.598918061237782,-1,0.525604026624933,0.405357736628503,0.525604026624933,0.405357736628503
0.757332087960094,0.131873283302411,1,0.68341462360695,0.810996770160273,0.68341462360695,0.810996770160273
0.518822426209226,0.166473360732198,1,0.196285115554929,0.219489353941754,0.196285115554929,0.219489353941754
0.986523865256459,0.122625039890409,1,0.798027674900368,0.934049051022157,0.798027674900368,0.934049051022157
0.610312965232879,0.960604481399059,1,0.47986994497478,0.994432898005471,0.47986994497478,0.994432898005471
0.315465430496261,0.94653329346329,-1,0.197978769429028,0.103793930960819,0.197978769429028,0.103793930960819
0.655110993888229,0.215201847488061,1,0.97810220415704,0.138502346351743,0.97810220415704,0.138502346351743
0.0703827082179487,0.541595793096349,-1,0.900564329698682,0.522325448691845,0.900564329698682,0.522325448691845
0.0421423893421888,0.224511552834883,-1,0.238752422155812,0.0532623939216137,0.238752422155812,0.0532623939216137
0.0333940759301186,0.429812226444483,-1,0.399398895679042,0.527058891253546,0.399398895679042,0.527058891253546
0.449230778263882,0.361013850662857,-1,0.908279844326898,0.856652499875054,0.908279844326898,0.856652499875054
0.762858588946983,0.798999522114173,1,0.304168558679521,0.91372547368519,0.304168558679521,0.91372547368519
0.572959333192557,0.304238636977971,1,0.637331552570686,0.53824868099764,0.637331552570686,0.53824868099764
0.399466483620927,0.168453698977828,1,0.787251167697832,0.104468683712184,0.787251167697832,0.104468683712184
0.558811830589548,0.0677765666041523,1,0.952678568661213,0.572835209546611,0.952678568661213,0.572835209546611
0.829934168374166,0.13756847800687,1,0.175193177303299,0.823780837003142,0.175193177303299,0.823780837003142
0.146885727532208,0.394080446800217,-1,0.894933558302,0.00942202727310359,0.894933558302,0.00942202727310359
0.215919470181689,0.2780870818533,-1,0.429919420508668,0.90025477972813,0.429919420508668,0.90025477972813
0.672798622399569,0.0941685305442661,1,0.8332962510176,0.154979676706716,0.8332962510176,0.154979676706716
0.461910156998783,0.632664708420634,-1,0.310997322201729,0.848448944510892,0.310997322201729,0.848448944510892
0.44167733262293,0.77134974882938,-1,0.44575842609629,0.752265186514705,0.44575842609629,0.752265186514705
0.958361035911366,0.185903433943167,1,0.666935905814171,0.847402356099337,0.666935905814171,0.847402356099337
0.854861345840618,0.629999801283702,1,0.65199417877011,0.248759185429662,0.65199417877011,0.248759185429662
0.679355352884158,0.2406974399928,1,0.561716542579234,0.00435375957749784,0.561716542579234,0.00435375957749784
0.794478879775852,0.0829871571622789,1,0.716266340343282,0.0595596847124398,0.716266340343282,0.0595596847124398
0.402863012161106,0.169254982843995,1,0.906548155238852,0.917829254409298,0.906548155238852,0.917829254409298
0.275577604304999,0.305116897914559,-1,0.125763561343774,0.181284462334588,0.125763561343774,0.181284462334588
0.997422650223598,0.412631021579728,1,0.16024411842227,0.18024245928973,0.16024411842227,0.18024245928973
0.997676275903359,0.98580780508928,1,0.0359515030868351,0.438692197203636,0.0359515030868351,0.438692197203636
0.791498643346131,0.0437315092422068,1,0.278827053960413,0.329288128763437,0.278827053960413,0.329288128763437
0.184338352177292,0.917657837504521,-1,0.451837458182126,0.989116302924231,0.451837458182126,0.989116302924231
0.473375920439139,0.343303203815594,-1,0.565185446757823,0.144221022725105,0.565185446757823,0.144221022725105
0.569113245233893,0.804767411202192,-1,0.620483414735645,0.77033158368431,0.620483414735645,0.77033158368431
0.685447657713667,0.117761144414544,1,0.0261202671099454,0.197059649042785,0.0261202671099454,0.197059649042785
0.144776287954301,0.576732035726309,-1,0.300454682903364,0.0647094973828644,0.300454682903364,0.0647094973828644
0.357540902215987,0.458649647887796,-1,0.725553460186347,0.647459281375632,0.725553460186347,0.647459281375632
0.314482404151931,0.0373886255547404,1,0.117670579347759,0.880966952536255,0.117670579347759,0.880966952536255
0.481754536973312,0.482670281315222,-1,0.736648484831676,0.283895935164765,0.736648484831676,0.283895935164765
0.986568714259192,0.323795331874862,1,0.960717762587592,0.58100451878272,0.960717762587592,0.58100451878272
0.374832197325304,0.408567073522136,-1,0.848794231889769,0.739754649344832,0.848794231889769,0.739754649344832
0.205814931541681,0.85280476254411,-1,0.780661520082504,0.718625388341025,0.780661520082504,0.718625388341025
0.250658305594698,0.133866503834724,1,0.375261226668954,0.0121551633346826,0.375261226668954,0.0121551633346826
0.687879250152037,0.944462294690311,1,0.820568074006587,0.286258111009374,0.820568074006587,0.286258111009374
0.599904732313007,0.331699203234166,1,0.539518045727164,0.157394105102867,0.539518045727164,0.157394105102867
0.326774835586548,0.394976355135441,-1,0.00160130183212459,0.871041365433484,0.00160130183212459,0.871041365433484
0.317836491856724,0.905453511048108,-1,0.486536350799724,0.859880414558575,0.486536350799724,0.859880414558575
0.321108779404312,0.35760438372381,-1,0.103170017246157,0.0689496153499931,0.103170017246157,0.0689496153499931
0.644341473700479,0.671272046631202,1,0.722640280378982,0.678478092886508,0.722640280378982,0.678478092886508
0.48065955308266,0.838248986983672,-1,0.15739077120088,0.468472253531218,0.15739077120088,0.468472253531218
0.580467795254663,0.84377977065742,1,0.812334546586499,0.364488934632391,0.812334546586499,0.364488934632391
0.100409259088337,0.797975647263229,-1,0.51448463788256,0.128194265533239,0.51448463788256,0.128194265533239
0.43435023794882,0.91155551164411,-1,0.160738788312301,0.20770490495488,0.160738788312301,0.20770490495488
0.946220757439733,0.944122042041272,1,0.367829281836748,0.231011627940461,0.367829281836748,0.231011627940461
0.051771264988929,0.923858244903386,-1,0.711707165464759,0.183712173020467,0.711707165464759,0.183712173020467
0.74530023499392,0.198465320281684,1,0.290130254114047,0.0467287767678499,0.290130254114047,0.0467287767678499
0.413465645164251,0.886480884160846,-1,0.758776782313362,0.610160937532783,0.758776782313362,0.610160937532783
0.796675860416144,0.176350112305954,1,0.98219994828105,0.918653680710122,0.98219994828105,0.918653680710122
0.716078962897882,0.448349462356418,1,0.292379625374451,0.165994212497026,0.292379625374451,0.165994212497026
0.950140127446502,0.19797499733977,1,0.969238554826006,0.899609503569081,0.969238554826006,0.899609503569081
0.379910288844258,0.498619643971324,-1,0.860127660213038,0.716166925383732,0.860127660213038,0.716166925383732
0.250204560114071,0.857864444609731,-1,0.413854722864926,0.664849266409874,0.413854722864926,0.664849266409874
0.0180764577817172,0.940653748810291,-1,0.047161006834358,0.946616165572777,0.047161006834358,0.946616165572777
0.163861651904881,0.977561043808237,-1,0.820623863255605,0.163554673315957,0.820623863255605,0.163554673315957
0.345157398143783,0.818460900336504,-1,0.719652212224901,0.313779698451981,0.719652212224901,0.313779698451981
0.477950209053233,0.551038903184235,-1,0.596019247546792,0.401737309992313,0.596019247546792,0.401737309992313
0.949282184708863,0.846028543077409,1,0.196134561207145,0.0794600644148886,0.196134561207145,0.0794600644148886
0.0352854379452765,0.808757790131494,-1,0.555925233988091,0.637834035558626,0.555925233988091,0.637834035558626
0.197657255455852,0.790436086012051,-1,0.0652223520446569,0.31326238065958,0.0652223520446569,0.31326238065958
0.810809049522504,0.18193166423589,1,0.426890396978706,0.542670242954046,0.426890396978706,0.542670242954046
0.747923824004829,0.685993623454124,1,0.850418480811641,0.548844389850274,0.850418480811641,0.548844389850274
0.322752937441692,0.31815374433063,-1,0.653767925454304,0.94950843625702,0.653767925454304,0.94950843625702
0.725998353213072,0.20905284024775,1,0.928191302111372,0.244693351909518,0.928191302111372,0.244693351909518
0.42600446450524,0.452609642641619,-1,0.278669477207586,0.396084110951051,0.278669477207586,0.396084110951051
0.427271823398769,0.570189874153584,-1,0.270579051692039,0.145139656495303,0.270579051692039,0.145139656495303
0.437068315222859,0.342340213712305,-1,0.0402833116240799,0.497809312772006,0.0402833116240799,0.497809312772006
0.522326389793307,0.371140339644626,-1,0.127933375071734,0.22645772062242,0.127933375071734,0.22645772062242
0.821383296744898,0.779665850568563,1,0.000765295932069421,0.471431487938389,0.000765295932069421,0.471431487938389
0.284170699305832,0.642510752659291,-1,0.859367910539731,0.996800010558218,0.859367910539731,0.996800010558218
0.0470240775030106,0.511826425790787,-1,0.161137095885351,0.47637600498274,0.161137095885351,0.47637600498274
0.00512253982014954,0.023373506963253,1,0.214197320630774,0.500491969985887,0.214197320630774,0.500491969985887
0.236416443018243,0.681845183484256,-1,0.370982065564021,0.132542136358097,0.370982065564021,0.132542136358097
0.126846081344411,0.377910599811003,-1,0.0993056953884661,0.85199229628779,0.0993056953884661,0.85199229628779
0.094319912372157,0.628071775659919,-1,0.00153033179230988,0.551210500532761,0.00153033179230988,0.551210500532761
0.516695431666449,0.970389040652663,1,0.72488315613009,0.706866746768355,0.72488315613009,0.706866746768355
0.769334696000442,0.11483454471454,1,0.624637850094587,0.368869578232989,0.624637850094587,0.368869578232989
0.643709954805672,0.30731595447287,1,0.0326506486162543,0.67032914981246,0.0326506486162543,0.67032914981246
0.656730094924569,0.41047279140912,1,0.0387271863874048,0.968215939356014,0.0387271863874048,0.968215939356014
0.556642786832526,0.988617522409186,1,0.192436883924529,0.362935974029824,0.192436883924529,0.362935974029824
0.854480473790318,0.895846024621278,1,0.359409005381167,0.448124096030369,0.359409005381167,0.448124096030369
0.264304553158581,0.204106768826023,-1,0.898047784576192,0.319838620722294,0.898047784576192,0.319838620722294
0.316813175333664,0.571591632673517,-1,0.729730310384184,0.790154835674912,0.729730310384184,0.790154835674912
0.793798132333905,0.995129115646705,1,0.734721606597304,0.653892785776407,0.734721606597304,0.653892785776407
0.210916520329192,0.330046718241647,-1,0.00872798264026642,0.278730802005157,0.00872798264026642,0.278730802005157
0.116549565223977,0.950301277916878,-1,0.944843856152147,0.78906209859997,0.944843856152147,0.78906209859997
0.0609925552271307,0.381744197336957,-1,0.470006691291928,0.322624944616109,0.470006691291928,0.322624944616109
0.885500379838049,0.797428225399926,1,0.51680819503963,0.247340385103598,0.51680819503963,0.247340385103598
0.169968120520934,0.386180701898411,-1,0.886124338489026,0.868977889418602,0.886124338489026,0.868977889418602
0.70922237704508,0.0837931649293751,1,0.580698863603175,0.551265150075778,0.580698863603175,0.551265150075778
0.44822182203643,0.523509129649028,-1,0.311638061888516,0.557726906612515,0.311638061888516,0.557726906612515
0.0897893770597875,0.54404528834857,-1,0.0420652832835913,0.670096680056304,0.0420652832835913,0.670096680056304
0.466940413694829,0.633459084434435,-1,0.427448964910582,0.744164603529498,0.427448964910582,0.744164603529498
0.955587873002514,0.229368703672662,1,0.726546181598678,0.669804790057242,0.726546181598678,0.669804790057242
0.850798546569422,0.550420703366399,1,0.0818348890170455,0.00918459286913276,0.0818348890170455,0.00918459286913276
0.640067635569721,0.510758678428829,1,0.442135411547497,0.943432077066973,0.442135411547497,0.943432077066973
0.705643761903048,0.823863136582077,1,0.76698031486012,0.138135855086148,0.76698031486012,0.138135855086148
0.486422893358395,0.969191989861429,1,0.811917819315568,0.199180258437991,0.811917819315568,0.199180258437991
0.682782066520303,0.00234901974909008,1,0.0761358221061528,0.592978272819892,0.0761358221061528,0.592978272819892
0.694397246465087,0.324577570194378,1,0.570819745305926,0.0539372379425913,0.570819745305926,0.0539372379425913
0.95780561468564,0.429524929029867,1,0.622635701904073,0.300663725705817,0.622635701904073,0.300663725705817
0.817729813046753,0.495698186103255,1,0.640958298463374,0.600107454229146,0.640958298463374,0.600107454229146
0.676276898244396,0.94115435751155,1,0.535343998344615,0.281252106186002,0.535343998344615,0.281252106186002
0.830218031536788,0.605492245638743,1,0.171231374843046,0.433062055148184,0.171231374843046,0.433062055148184
0.470318594016135,0.561459704069421,-1,0.783767022192478,0.0890082400292158,0.783767022192478,0.0890082400292158
0.259305751649663,0.0758753826376051,1,0.53430209052749,0.950296234805137,0.53430209052749,0.950296234805137
0.0168326653074473,0.56216298090294,-1,0.589928589295596,0.0646417334210128,0.589928589295596,0.0646417334210128
0.196674501756206,0.499383983900771,-1,0.142797113163397,0.596197526203468,0.142797113163397,0.596197526203468
0.745521702803671,0.763148133410141,1,0.579100194852799,0.771948965266347,0.579100194852799,0.771948965266347
0.200655909720808,0.213189777219668,-1,0.207502400502563,0.931876346701756,0.207502400502563,0.931876346701756
0.104380645789206,0.433060776209459,-1,0.705697745317593,0.763208838179708,0.705697745317593,0.763208838179708
0.829015185823664,0.919056032551453,1,0.769702346762642,0.28621139167808,0.769702346762642,0.28621139167808
0.607114238897339,0.848239150363952,1,0.642862792126834,0.180522824637592,0.642862792126834,0.180522824637592
0.347910839132965,0.120091313961893,1,0.432802251540124,0.838386218762025,0.432802251540124,0.838386218762025
0.915591318858787,0.420841984217986,1,0.410309218335897,0.397860157536343,0.410309218335897,0.397860157536343
0.0426093416754156,0.577409586403519,-1,0.0256397279445082,0.59522477327846,0.0256397279445082,0.59522477327846
0.278764335205778,0.703691054601222,-1,0.486734375590459,0.790864317445084,0.486734375590459,0.790864317445084
0.154473669361323,0.0571185301523656,1,0.728878686437383,0.247235703514889,0.728878686437383,0.247235703514889
0.887725995155051,0.778252436779439,1,0.571459868689999,0.336851302534342,0.571459868689999,0.336851302534342
0.137130286311731,0.109167695511132,-1,0.65698649850674,0.240931871812791,0.65698649850674,0.240931871812791
0.885890774661675,0.120334379840642,1,0.518858555704355,0.70429741544649,0.518858555704355,0.70429741544649
0.582752805901691,0.492221925407648,1,0.692581404233351,0.361177082639188,0.692581404233351,0.361177082639188
0.13354295422323,0.959242298267782,-1,0.904313146602362,0.00730572361499071,0.904313146602362,0.00730572361499071
0.104202464688569,0.370353017468005,-1,0.709415341028944,0.374557378701866,0.709415341028944,0.374557378701866
0.812851697439328,0.747408766532317,1,0.113612230401486,0.452070519328117,0.113612230401486,0.452070519328117
0.096895243274048,0.157238833373412,-1,0.0816864289809018,0.67414436629042,0.0816864289809018,0.67414436629042
0.0113576557487249,0.928180040325969,-1,0.784268714720383,0.234777559526265,0.784268714720383,0.234777559526265
0.0656255343928933,0.714847957715392,-1,0.195124326273799,0.0594018644187599,0.195124326273799,0.0594018644187599
0.149129258468747,0.816647796193138,-1,0.920642760116607,0.216572447679937,0.920642760116607,0.216572447679937
0.164081635884941,0.154075097059831,-1,0.36465110257268,0.196523359278217,0.36465110257268,0.196523359278217
0.493938549421728,0.90711395512335,-1,0.588420164305717,0.913657842436805,0.588420164305717,0.913657842436805
0.0530515946447849,0.367877437965944,-1,0.599259890383109,0.0469102289061993,0.599259890383109,0.0469102289061993
0.876797415781766,0.877054009353742,1,0.166214811382815,0.816140138544142,0.166214811382815,0.816140138544142
0.801078458549455,0.731474078493193,1,0.355738315265626,0.91997124417685,0.355738315265626,0.91997124417685
0.409525834955275,0.923814815236256,-1,0.935209875926375,0.640211163787171,0.935209875926375,0.640211163787171
0.0929463007487357,0.667264443589374,-1,0.292233245912939,0.645416797837242,0.292233245912939,0.645416797837242
0.905689747072756,0.0675418830942363,1,0.288005774607882,0.61028287676163,0.288005774607882,0.61028287676163
0.186504835728556,0.462737544905394,-1,0.608250204939395,0.15408155345358,0.608250204939395,0.15408155345358
0.386815844336525,0.257388776866719,-1,0.745157669298351,0.931760167935863,0.745157669298351,0.931760167935863
0.343651211354882,0.755925106583163,-1,0.942196341231465,0.903306119143963,0.942196341231465,0.903306119143963
0.478469629073516,0.302365527255461,1,0.855327624594793,0.0967163492459804,0.855327624594793,0.0967163492459804
0.323696287581697,0.545343228150159,-1,0.480898736044765,0.474327011499554,0.480898736044765,0.474327011499554
0.749017597874627,0.492988771293312,1,0.0611089095473289,0.609549643704668,0.0611089095473289,0.609549643704668
0.25363776832819,0.968359507853165,-1,0.0650360209401697,0.824504023883492,0.0650360209401697,0.824504023883492
